reference,strategy,folder,pair_count,mean_psnr_gain,std_psnr_gain,positive_pair_fraction,mean_ssim,mean_ssim_gain,mean_gradient_ratio_to_noisy,mean_residual_std,mean_removed_residual_std
ref25_q1,always_p99,5,8,0.07397671990554411,0.011150715192071243,1.0,0.98273751615503,0.00021317020955138877,0.9957013606375961,0.005335225723683834,0.00011455207641120069
ref25_q1,always_p99,7,8,0.03950109720337469,0.00561998144348736,1.0,0.9919595688707876,8.983648395644028e-05,0.9950604202175236,0.0029740500904154032,6.763090459571686e-05
ref25_q1,always_p99,8,8,0.050642630866374994,0.008976574594914575,1.0,0.9934252659572858,7.831385423565096e-05,0.994974608342166,0.002542268659453839,6.180261152621824e-05
ref25_q1,always_p99,9,8,0.01641956792706889,0.006255252731239633,1.0,0.9972890315010787,1.6777975558560088e-05,0.9946495872319061,0.0015496586565859616,3.6431997159525054e-05
ref25_q1,always_p99,10,8,0.033070581303674906,0.010045444584126357,1.0,0.9982799115657985,1.3942253085791334e-05,0.9945276421818936,0.0012247007252881303,2.990336497532553e-05
ref25_q1,always_p99,11,8,0.04898697180641065,0.020526752136547727,1.0,0.9989456750219895,1.3549092719805644e-05,0.9944210800819628,0.0009547529552946799,2.664391740836436e-05
ref25_q1,always_p99,13,8,0.01358375812830559,0.04506807148868246,0.5,0.9995510443085881,8.486927036144287e-08,0.9946551887592154,0.0006154994189273566,2.4570964569647913e-05
ref25_q1,always_physical,1,8,-0.009606599386872361,0.018829788614322773,0.25,0.9975147185662293,-1.1172853368920932e-05,0.9992701401716482,0.001490402704803273,6.86882702893854e-06
ref25_q1,always_physical,2,8,-0.14235218114105574,0.09230298669232978,0.0,0.9993726309084725,-3.284313233740954e-05,0.9999998273371178,0.0007056473259581253,2.902403456461755e-10
ref25_q1,always_physical,4,8,0.3278218001315709,0.022252530666777806,1.0,0.995643803506643,0.00038681718570131307,0.968499752624852,0.0020606978214345872,0.00015756311404402368
ref25_q1,always_physical,5,8,1.0194399982519728,0.17847989404058798,1.0,0.9881413401818311,0.005616994236352479,0.8613521399309083,0.004767370002809912,0.0013708085607504472
ref25_q1,always_physical,7,8,0.8412129932404913,0.1054009555921268,1.0,0.9935741363414431,0.0017044039546119244,0.9165292071693869,0.002713141788262874,0.000500234127684962
ref25_q1,always_physical,8,8,0.7474215452008091,0.038519856688652224,1.0,0.9944921641784769,0.0011452120754267547,0.9354080992471385,0.0023426491243299097,0.00036219531830283813
